Term Locale,Term Category,Term,Alias,Case Sensitive,418
en-US,Louisiana Regulators,Louisiana Department of Agriculture and Forestry,LDAF,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Education,,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Environmental Quality,LDEQ,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Health and Hospitals,DHH,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Transportation and Development,LaDOTD,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Veterans Affairs,LDVA ,FALSE,
en-US,Louisiana Regulators,Louisiana Department of Wildlife and Fisheries,LDWF,FALSE,
en-US,Louisiana Regulators,Louisiana Lottery Corporation,,FALSE,
en-US,Louisiana Regulators,Louisiana National Guard,,FALSE,
en-US,Louisiana Regulators,Louisiana Office of Juvenile Justice,,FALSE,
en-US,Louisiana Regulators,Louisiana Public Service Commission,LPSC,FALSE,
en-US,Louisiana Regulators,Louisiana Recovery Authority,LRA,FALSE,
en-US,Louisiana Regulators,Louisiana State Archive and Research Library,,FALSE,
en-US,Louisiana Regulators,Southeast Louisiana Flood Protection Authority,SLFPA,FALSE,
en-US,Maine Regulators,Maine Arts Commission,MAC,FALSE,
en-US,Maine Regulators,Maine Bureau of Motor Vehicles,,FALSE,
en-US,Maine Regulators,"Maine Department of Defense, Veterans, and Emergency Management",DVEM,FALSE,
en-US,Maine Regulators,Maine Department of Education,,FALSE,
en-US,Maine Regulators,Maine Department of Transportation,MaineDOT,FALSE,
en-US,Maine Regulators,Maine Liquor Licensing and Compliance Division,,FALSE,
en-US,Maine Regulators,Maine Lottery,,FALSE,
en-US,Maine Regulators,Maine Public Utilities Commission,,FALSE,
en-US,Maine Regulators,Maine Warden Service,,FALSE,
en-US,Maryland Regulators,Maryland 529,College Savings Plans of Maryland,FALSE,
en-US,Maryland Regulators,Maryland Alcohol and Tobacco Tax Bureau,,FALSE,
en-US,Maryland Regulators,Maryland Automobile Insurance Fund,MAIF,FALSE,
en-US,Maryland Regulators,Maryland Aviation Administration,MAA,FALSE,
en-US,Maryland Regulators,Maryland Coastal Bays Program,MCBP,FALSE,
en-US,Maryland Regulators,Maryland Department of Agriculture,MDA,FALSE,
en-US,Maryland Regulators,Maryland Department of General Services,,FALSE,
en-US,Maryland Regulators,Maryland Department of Health and Mental Hygiene,,FALSE,
en-US,Maryland Regulators,Maryland Department of Juvenile Services,DJS,FALSE,
en-US,Maryland Regulators,"Maryland Department of Labor, Licensing and Regulation",DLLR,FALSE,
en-US,Maryland Regulators,Maryland Department of Natural Resources,DNR,FALSE,
en-US,Maryland Regulators,Maryland Department of Planning,MDP,FALSE,
en-US,Maryland Regulators,Maryland Department of Transportation,MDOT,FALSE,
en-US,Maryland Regulators,Maryland Emergency Management Agency,MEMA,FALSE,
en-US,Maryland Regulators,Maryland Forest Service,,FALSE,
en-US,Maryland Regulators,Maryland Health Benefit Exchange,,FALSE,
en-US,Maryland Regulators,Maryland Higher Education Commission,,FALSE,
en-US,Maryland Regulators,Maryland Historical Trust,,FALSE,
en-US,Maryland Regulators,Maryland Horse Industry Board,MHIB,FALSE,
en-US,Maryland Regulators,Maryland Lottery,,FALSE,
en-US,Maryland Regulators,Maryland Military Department,MMD,FALSE,
en-US,Maryland Regulators,Maryland Office of Administrative Hearings,OAH,FALSE,
en-US,Maryland Regulators,Maryland power plant research program,PPRP; Maryland Power Plant Research Program,FALSE,
en-US,Maryland Regulators,Maryland Public Service Commission,PSC,FALSE,
en-US,Maryland Regulators,Maryland Racing Commission,,FALSE,
en-US,Maryland Regulators,Maryland State Archives,,FALSE,
en-US,Maryland Regulators,Maryland State Board of Censors,,FALSE,
en-US,Maryland Regulators,Maryland State Commission on Criminal Sentencing Policy,MSCCSP,FALSE,
en-US,Maryland Regulators,Maryland State Department of Education,MSDE,FALSE,
en-US,Maryland Regulators,Maryland State Highway Administration,,FALSE,
en-US,Maryland Regulators,Maryland Transit Administration,MTA,FALSE,
en-US,Maryland Regulators,Maryland Transportation Authority,MDTA,FALSE,
en-US,Massachusetts Regulators,Berkshire Regional Transit Authority,BRTA,FALSE,
en-US,Massachusetts Regulators,Department of Conservation and Recreation,,FALSE,
en-US,Massachusetts Regulators,Division of Fisheries and Wildlife,MassWildlife,FALSE,
en-US,Massachusetts Regulators,Martha's Vineyard Transit Authority,VTA,FALSE,
en-US,Massachusetts Regulators,Massachusetts Alcoholic Beverage Control Commission,ABCC,FALSE,
en-US,Massachusetts Regulators,Massachusetts Board of Library Commissioners,MBLC ,FALSE,
en-US,Massachusetts Regulators,Massachusetts Commission Against Discrimination,MCAD,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Elementary and Secondary Education,ESE,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Environmental Protection,MassDEP,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Mental Health,,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Public Health,,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Public Utilities,,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Transportation,MassDOT,FALSE,
en-US,Massachusetts Regulators,Massachusetts Department of Youth Services,DYS,FALSE,
en-US,Massachusetts Regulators,Massachusetts Development Finance Agency,MassDevelopment,FALSE,
en-US,Massachusetts Regulators,Massachusetts Emergency Management Agency,MEMA,FALSE,
en-US,Massachusetts Regulators,Massachusetts Executive Office of Energy and Environmental Affairs,EOEEA,FALSE,
en-US,Massachusetts Regulators,Massachusetts Executive Office of Health and Human Services,EOHHS,FALSE,
en-US,Massachusetts Regulators,Massachusetts Executive Office of Labor and Workforce Development,EOLWD ,FALSE,
en-US,Massachusetts Regulators,Massachusetts Highway Department,MassHighway,FALSE,
en-US,Massachusetts Regulators,Massachusetts Lottery,Massachusetts State Lottery,FALSE,
en-US,Massachusetts Regulators,Massachusetts Port Authority,Massport,FALSE,
en-US,Massachusetts Regulators,Massachusetts School Building Authority,MSBA,FALSE,
en-US,Massachusetts Regulators,Massachusetts Toxics Use Reduction Institute,TURI,FALSE,
en-US,Massachusetts Regulators,Massachusetts Water Resources Authority,MWRA,FALSE,
en-US,Massachusetts Regulators,Nantucket Regional Transit Authority,NRTA,FALSE,
en-US,Massachusetts Regulators,Southeastern Regional Transit Authority,SRTA,FALSE,
en-US,Massachusetts Regulators,State Reform School for Boys,,FALSE,
en-US,Michigan Regulators,Archives of Michigan,,FALSE,
en-US,Michigan Regulators,Board of State Canvassers,,FALSE,
en-US,Michigan Regulators,Bureau of Branch Office Services,,FALSE,
en-US,Michigan Regulators,Bureau of Driver and Vehicle Records,,FALSE,
en-US,Michigan Regulators,Bureau of Elections,,FALSE,
en-US,Michigan Regulators,Center for Educational Performance & Information,CEPI,FALSE,
en-US,Michigan Regulators,Center for Geographic Information,CGI,FALSE,
en-US,Michigan Regulators,Children's Ombudsman,OCO,FALSE,
en-US,Michigan Regulators,Civil Service Commission,MiCSC,FALSE,
en-US,Michigan Regulators,Community Service Commission,MCSC,FALSE,
en-US,Michigan Regulators,Customer Services Administration,,FALSE,
en-US,Michigan Regulators,Department of Agriculture & Rural Development,MDARD,FALSE,
en-US,Michigan Regulators,Department of Attorney General,,FALSE,
en-US,Michigan Regulators,Department of Civil Rights,MDCR,FALSE,
en-US,Michigan Regulators,Department of Civil Service,MDCS,FALSE,
en-US,Michigan Regulators,Department of Community Health,MDCH,FALSE,
en-US,Michigan Regulators,Department of Corrections,MDOC,FALSE,
en-US,Michigan Regulators,Department of Education,MDE,FALSE,
en-US,Michigan Regulators,Department of Environmental Quality,Michigan DEQ; MDEQ; DEQ,FALSE,
en-US,Michigan Regulators,Department of Health and Human Services,MDHHS,FALSE,
en-US,Michigan Regulators,Department of Insurance & Financial Services,MiDIFS,FALSE,
en-US,Michigan Regulators,Department of Licensing & Regulatory Affairs,,FALSE,
en-US,Michigan Regulators,Department of Military & Veterans Affairs,DMVA,FALSE,
en-US,Michigan Regulators,Department of Natural Resources,DNR,FALSE,
en-US,Michigan Regulators,Department of State,SOS,FALSE,
en-US,Michigan Regulators,Department of State Information Center,,FALSE,
en-US,Michigan Regulators,Department of State Police,MSP,FALSE,
en-US,Michigan Regulators,Department of Talent and Economic Development,,FALSE,
en-US,Michigan Regulators,"Department of Technology, Management & Budget",DTMP,FALSE,
en-US,Michigan Regulators,Department of the Michigan Jobs Commission,,FALSE,
en-US,Michigan Regulators,Department of Transportation,MDOT,FALSE,
en-US,Michigan Regulators,Department of Treasury,,FALSE,
en-US,Michigan Regulators,Department Services Administration,,FALSE,
en-US,Michigan Regulators,Economic Development Corporation,MEDC,FALSE,
en-US,Michigan Regulators,Gaming Control Board,MGCB,FALSE,
en-US,Michigan Regulators,Geological Survey,,FALSE,
en-US,Michigan Regulators,Legal and Regulatory Services Administration,,FALSE,
en-US,Michigan Regulators,Library of Michigan,,FALSE,
en-US,Michigan Regulators,Liquor Control Commission,MLCC,FALSE,
en-US,Michigan Regulators,Local Emergency Financial Assistance Loan Board,,FALSE,
en-US,Michigan Regulators,Mackinac Bridge Authority,,FALSE,
en-US,Michigan Regulators,Mackinac Island State Park Commission,,FALSE,
en-US,Michigan Regulators,Mackinac State Historic Parks,,FALSE,
en-US,Michigan Regulators,Michigan Commission on Law Enforcement Standards,MCOLES,FALSE,
en-US,Michigan Regulators,Michigan Council for Arts and Cultural Affairs,MCACA,FALSE,
en-US,Michigan Regulators,Michigan Department of Career Development,,FALSE,
en-US,Michigan Regulators,Michigan Department of Commerce,,FALSE,
en-US,Michigan Regulators,"Michigan Department of History, Arts and Libraries",,FALSE,
en-US,Michigan Regulators,Michigan Department of Information Technology,MDIT,FALSE,
en-US,Michigan Regulators,Michigan Department of Labor,,FALSE,
en-US,Michigan Regulators,Michigan Department of Licensing and Regulatory Affairs,,FALSE,
en-US,Michigan Regulators,Michigan Department of Mental Health,,FALSE,
en-US,Michigan Regulators,Michigan Department of Public Health,,FALSE,
en-US,Michigan Regulators,Michigan Department of Social Services,,FALSE,
en-US,Michigan Regulators,Michigan Employment Relations Commission,MERC,FALSE,
en-US,Michigan Regulators,Michigan Family Independence Agency,FIA,FALSE,
en-US,Michigan Regulators,Michigan Film Office,,FALSE,
en-US,Michigan Regulators,Michigan Historical Museum,,FALSE,
en-US,Michigan Regulators,Michigan Lottery,,FALSE,
en-US,Michigan Regulators,Michigan Occupational Safety and Health Administration,,FALSE,
en-US,Michigan Regulators,Michigan Railroad Commission,,FALSE,
en-US,Michigan Regulators,Michigan State Industries,MSI,FALSE,
en-US,Michigan Regulators,Michigan Volunteer Defense Force,MIVDF,FALSE,
en-US,Michigan Regulators,Office of Cultural Economic Development,,FALSE,
en-US,Michigan Regulators,Office of Customer Services,,FALSE,
en-US,Michigan Regulators,Office of Retirement Services,ORS,FALSE,
en-US,Michigan Regulators,Office of Services to the Aging,OSA,FALSE,
en-US,Michigan Regulators,Office of Technology and Project Services,,FALSE,
en-US,Michigan Regulators,Office of the Great Seal,,FALSE,
en-US,Michigan Regulators,Office of the State Employer,OSE,FALSE,
en-US,Michigan Regulators,Public Service Commission,MPSC,FALSE,
en-US,Michigan Regulators,Racing Commissioner,,FALSE,
en-US,Michigan Regulators,Records Management Services,,FALSE,
en-US,Michigan Regulators,Renewable Fuels Commission,,FALSE,
en-US,Michigan Regulators,State Administrative Board,,FALSE,
en-US,Michigan Regulators,State Budget Office,SBO,FALSE,
en-US,Michigan Regulators,State Historic Preservation Office,SHPO,FALSE,
en-US,Michigan Regulators,State Housing Development Authority,MSHDA,FALSE,
en-US,Michigan Regulators,State Office of Administrative Hearings & Rules,,FALSE,
en-US,Michigan Regulators,State Officers Compensation Commission,SOCC,FALSE,
en-US,Michigan Regulators,State Purchasing,,FALSE,
en-US,Michigan Regulators,State Transportation Commission,STC,FALSE,
en-US,Michigan Regulators,Tax Tribunal,,FALSE,
en-US,Michigan Regulators,Unemployment Insurance Agency,UIA,FALSE,
en-US,Michigan Regulators,Veterans Affairs Agency,MVAA,FALSE,
en-US,Michigan Regulators,Women's Commission,MWC,FALSE,
en-US,Michigan Regulators,Workers' Compensation Agency,WCA,FALSE,
en-US,Minnesota Regulators,Iron Range Resources and Rehabilitation Board,IRRRB,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Agriculture,MDA,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Corrections,,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Education,MDE,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Employment and Economic Development,DEED,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Human Rights,MDHR,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Labor and Industry,,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Natural Resources,,FALSE,
en-US,Minnesota Regulators,Minnesota Department of Transportation,MnDOT,FALSE,
en-US,Minnesota Regulators,Minnesota Housing Finance Agency,MHFA,FALSE,
en-US,Minnesota Regulators,Minnesota Indian Affairs Council,MIAC,FALSE,
en-US,Minnesota Regulators,Minnesota Pollution Control Agency,MPCA,FALSE,
en-US,Minnesota Regulators,Minnesota Public Utilities Commission,PUC,FALSE,
en-US,Minnesota Regulators,Minnesota State Lottery,,FALSE,
en-US,Minnesota Regulators,Minnesota Workers' Compensation Court of Appeals,WCCA,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Agriculture and Commerce,MDAC,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Archives and History,MDAH ,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Education,MDE,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Environmental Quality,MDEQ,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Human Services,MDHS ,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Marine Resources,MDMR,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Mental Health,DMH,FALSE,
en-US,Mississippi Regulators,Mississippi Department of Public Safety,,FALSE,
en-US,Mississippi Regulators,Mississippi Forestry Commission,MFC,FALSE,
en-US,Mississippi Regulators,Mississippi Insurance Department,,FALSE,
en-US,Mississippi Regulators,Mississippi National Guard,,FALSE,
en-US,Mississippi Regulators,Mississippi Public Service Commission,,FALSE,
en-US,Mississippi Regulators,Mississippi State Sovereignty Commission,,FALSE,
en-US,Mississippi Regulators,Pat Harrison Waterway District,PHWD,FALSE,
en-US,Missouri Regulators,Missouri Conservationist,,FALSE,
en-US,Missouri Regulators,Missouri Department of Agriculture,MDA,FALSE,
en-US,Missouri Regulators,Missouri Department of Conservation,,FALSE,
en-US,Missouri Regulators,Missouri Department of Corrections,,FALSE,
en-US,Missouri Regulators,Missouri Department of Elementary and Secondary Education,DESE,FALSE,
en-US,Missouri Regulators,Missouri Department of Natural Resources,MoDNR,FALSE,
en-US,Missouri Regulators,Missouri Department of Revenue,,FALSE,
en-US,Missouri Regulators,Missouri Department of Social Services,DSS,FALSE,
en-US,Missouri Regulators,Missouri Department of Transportation,MoDOT,FALSE,
en-US,Missouri Regulators,Missouri Division of Youth Services,DYS,FALSE,
en-US,Missouri Regulators,Missouri Gaming Commission,,FALSE,
en-US,Missouri Regulators,Missouri Lottery,,FALSE,
en-US,Missouri Regulators,Missouri Public Service Commission,,FALSE,
en-US,Montana Regulators,"Montana Department of Fish, Wildlife and Parks",MFWP,FALSE,
en-US,Montana Regulators,Montana Department of Natural Resources and Conservation,DNRC,FALSE,
en-US,Montana Regulators,Montana Department of Transportation,MDT,FALSE,
en-US,Montana Regulators,Montana Historical Society,MHS,FALSE,
en-US,Montana Regulators,Montana Lottery,,FALSE,
en-US,Montana Regulators,Montana National Guard,Montana Army National Guard,FALSE,
en-US,Montana Regulators,Montana Office of Public Instruction,OPI,FALSE,
en-US,Montana Regulators,Montana Public Service Commission,PSC,FALSE,
en-US,Nebraska Regulators,Nebraska Department of Economic Development,,FALSE,
en-US,Nebraska Regulators,Nebraska Department of Education,,FALSE,
en-US,Nebraska Regulators,Nebraska Department of Health & Human Services,DHHS,FALSE,
en-US,Nebraska Regulators,Nebraska Department of Roads,NDOR,FALSE,
en-US,Nebraska Regulators,Nebraska Forest Service,,FALSE,
en-US,Nebraska Regulators,Nebraska Library Commission,,FALSE,
en-US,Nebraska Regulators,Nebraska Public Service Commission,,FALSE,
en-US,Nebraska Regulators,Nebraska State College System,,FALSE,
en-US,Nebraska Regulators,Nebraska State Historical Society,NSHS,FALSE,
en-US,Nebraska Regulators,University of Nebraska system,,FALSE,
en-US,Nevada Regulators,Agency for Nuclear Projects,Nuclear Waste Project Office,FALSE,
en-US,Nevada Regulators,List of Nevada state Regulators,,FALSE,
en-US,Nevada Regulators,Nevada Athletic Commission,,FALSE,
en-US,Nevada Regulators,Nevada Bureau of Mines and Geology,NBMG,FALSE,
en-US,Nevada Regulators,Nevada Commission on Ethics,,FALSE,
en-US,Nevada Regulators,Nevada Department of Conservation and Natural Resources,DCNR,FALSE,
en-US,Nevada Regulators,Nevada Department of Cultural Affairs,DCA,FALSE,
en-US,Nevada Regulators,Nevada Department of Education,,FALSE,
en-US,Nevada Regulators,Nevada Department of Health and Human Services,DHHS,FALSE,
en-US,Nevada Regulators,Nevada Department of Motor Vehicles,DMV,FALSE,
en-US,Nevada Regulators,Nevada Department of Transportation,Nevada DOT; NDOT,FALSE,
en-US,Nevada Regulators,Nevada Department of Wildlife,NDOW,FALSE,
en-US,Nevada Regulators,Nevada Division of Child and Family Services,DCFS,FALSE,
en-US,Nevada Regulators,Nevada Division of Forestry,NDF,FALSE,
en-US,Nevada Regulators,Nevada Executive Ethics Commission,,FALSE,
en-US,Nevada Regulators,Nevada Gaming Commission,State Gaming Control Board,FALSE,
en-US,Nevada Regulators,Nevada High-Speed Rail Authority,NHSRA,FALSE,
en-US,Nevada Regulators,Nevada Legislative Ethics Commission,,FALSE,
en-US,Nevada Regulators,Nevada Public Utilities Commission,,FALSE,
en-US,Nevada Regulators,Nevada Railroad Commission,,FALSE,
en-US,Nevada Regulators,Nevada Renewable Energy and Energy Efficiency Authority,,FALSE,
en-US,Nevada Regulators,Nevada State Board of Medical Examiners,,FALSE,
en-US,Nevada Regulators,Nevada State Ethics Commission,,FALSE,
en-US,Nevada Regulators,Nevada State Treasurer,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Department of Education,NHDOE ,FALSE,
en-US,New Hampshire Regulators,New Hampshire Department of Health & Human Services,DHHS,FALSE,
en-US,New Hampshire Regulators,New Hampshire Department of Justice,NHDOJ,FALSE,
en-US,New Hampshire Regulators,New Hampshire Department of Safety,DOS,FALSE,
en-US,New Hampshire Regulators,New Hampshire Department of Transportation,NHDOT,FALSE,
en-US,New Hampshire Regulators,New Hampshire Division of Parks and Recreation,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Film and Television Office,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Fish and Game Department,NHF&G,FALSE,
en-US,New Hampshire Regulators,New Hampshire Liquor Commission,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Lottery,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Police Standards and Training Council,NH Police Standards and Training Council,FALSE,
en-US,New Hampshire Regulators,New Hampshire Public Utilities Commission,NHPUC,FALSE,
en-US,New Hampshire Regulators,New Hampshire Real Estate Commission,,FALSE,
en-US,New Hampshire Regulators,New Hampshire Retirement System,NHRS ,FALSE,
en-US,New Jersey Regulators,Casino Reinvestment Development Authority,CRDA ,FALSE,
en-US,New Jersey Regulators,Council on Affordable Housing,COAH,FALSE,
en-US,New Jersey Regulators,Division of Child Protection and Permanency,CP&P; Division of Youth and Family Services; DYFS,FALSE,
en-US,New Jersey Regulators,Highlands Water Protection and Planning Council,,FALSE,
en-US,New Jersey Regulators,List of New Jersey state firewardens,,FALSE,
en-US,New Jersey Regulators,New Jersey Board of Public Utilities,N.J. Board of Public Utilities; NJBPU,FALSE,
en-US,New Jersey Regulators,New Jersey Casino Control Commission,,FALSE,
en-US,New Jersey Regulators,New Jersey Commission on Holocaust Education,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Agriculture,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Banking and Insurance,DOBI,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Community Affairs,NJ DCA,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Education,NJ DOE,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Environmental Protection,NJDEP,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Health and Senior Services,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Labor and Workforce Development,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Military and Veterans Affairs,NJDMAVA,FALSE,
en-US,New Jersey Regulators,New Jersey Department of the Public Advocate,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of the Treasury,,FALSE,
en-US,New Jersey Regulators,New Jersey Department of Transportation,NJDOT,FALSE,
en-US,New Jersey Regulators,New Jersey Detective Agency,NJDA,FALSE,
en-US,New Jersey Regulators,New Jersey Division of Consumer Affairs,DCA,FALSE,
en-US,New Jersey Regulators,New Jersey Division of Fish and Wildlife,,FALSE,
en-US,New Jersey Regulators,New Jersey Division of Parks and Forestry,,FALSE,
en-US,New Jersey Regulators,New Jersey Division of the Rate Counsel,New Jersey Division of the Ratepayer Advocate,FALSE,
en-US,New Jersey Regulators,New Jersey Economic Development Authority,EDA,FALSE,
en-US,New Jersey Regulators,New Jersey Election Law Enforcement Commission,ELEC,FALSE,
en-US,New Jersey Regulators,New Jersey Forest Fire Service,NJFFS,FALSE,
en-US,New Jersey Regulators,New Jersey Historical Commission,NJHC,FALSE,
en-US,New Jersey Regulators,New Jersey Juvenile Justice Commission,,FALSE,
en-US,New Jersey Regulators,New Jersey Lottery,,FALSE,
en-US,New Jersey Regulators,New Jersey Motor Vehicle Commission,MVC,FALSE,
en-US,New Jersey Regulators,New Jersey Schools Development Authority,NJSDA; SDA,FALSE,
en-US,New Jersey Regulators,New Jersey Sports and Exposition Authority,NJSEA,FALSE,
en-US,New Jersey Regulators,New Jersey State Athletic Control Board,SACB,FALSE,
en-US,New Jersey Regulators,New Jersey State Council on the Arts,,FALSE,
en-US,New Jersey Regulators,New Jersey State Detectives,,FALSE,
en-US,New Jersey Regulators,New Jersey State Library,,FALSE,
en-US,New Jersey Regulators,New Jersey State Planning Commission,,FALSE,
en-US,New Jersey Regulators,New Jersey State Police,NJ State Police; NJSP,FALSE,
en-US,New Jersey Regulators,New Jersey Tidelands Resource Council,,FALSE,
en-US,New Jersey Regulators,New Jersey Turnpike Authority,NJTA,FALSE,
en-US,New Jersey Regulators,New Jersey Wine Industry Advisory Council,NJWIAC,FALSE,
en-US,New Jersey Regulators,North Jersey Transportation Planning Authority,NJTPA,FALSE,
en-US,New Jersey Regulators,South Jersey Transportation Authority,SJTA ,FALSE,
en-US,New Mexico Regulators,New Mexico Alcohol and Gaming Division,,FALSE,
en-US,New Mexico Regulators,"New Mexico Children, Youth, and Families Department",,FALSE,
en-US,New Mexico Regulators,New Mexico Department of Cultural Affairs,,FALSE,
en-US,New Mexico Regulators,New Mexico Department of Transportation,NMDOT ,FALSE,
en-US,New Mexico Regulators,New Mexico Historic Preservation Division,,FALSE,
en-US,New Mexico Regulators,New Mexico Livestock Board,,FALSE,
en-US,New Mexico Regulators,New Mexico Motor Vehicle Division,MVD,FALSE,
en-US,New Mexico Regulators,New Mexico Public Education Department,PED,FALSE,
en-US,New Mexico Regulators,New Mexico Public Regulation Commission,NMPRC,FALSE,
en-US,New Mexico Regulators,New Mexico Spaceport Authority,,FALSE,
en-US,New Mexico Regulators,New Mexico Taxation and Revenue Department,,FALSE,
en-US,New Mexico Regulators,New Mexico Tourism Department,NMTD,FALSE,
en-US,New York Regulators,Legislative Bill Drafting Commission,LBDC,FALSE,
en-US,New York Regulators,New York State Athletic Commission,NYSAC,FALSE,
en-US,New York Regulators,New York State Board of Elections,,FALSE,
en-US,New York Regulators,New York State Commission of Correction,SCOC,FALSE,
en-US,New York Regulators,New York State Commission on Judicial Conduct,,FALSE,
en-US,New York Regulators,New York State Department of Transportation,NYSDOT,FALSE,
en-US,New York Regulators,New York State Division of Military and Naval Affairs,DMNA,FALSE,
en-US,New York Regulators,New York State Financial Control Board,,FALSE,
en-US,New York Regulators,New York State Gaming Commission,,FALSE,
en-US,New York Regulators,New York State Office for the Prevention of Domestic Violence,OPDV,FALSE,
en-US,New York Regulators,"New York State Office of Parks, Recreation and Historic Preservation",NYS OPRHP,FALSE,
en-US,New York Regulators,New York State Public Authorities Control Board,,FALSE,
en-US,New York Regulators,Office of Professional Medical Conduct,OPMC,FALSE,
en-US,New York Regulators,Spending and Government Efficiency Commission,SAGE,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Agriculture and Consumer Services,NCDA&CS; North Carolina Department of Agriculture & Consumer Services,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Environmental Quality,NCDEQ,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Health and Human Services,NCDHHS,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Juvenile Justice and Delinquency Prevention,DJJDP,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Military and Veterans Affairs,DMVA,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Natural and Cultural Resources,DNCR,FALSE,
en-US,North Carolina Regulators,North Carolina Department of Public Instruction,NCDPI,FALSE,
en-US,North Carolina Regulators,North Carolina Division of Forest Resources,North Carolina Forest Service,FALSE,
en-US,North Carolina Regulators,North Carolina Division of Motor Vehicles,NCDMV,FALSE,
en-US,North Carolina Regulators,North Carolina Forest Service,North Carolina Division of Forest Resources,FALSE,
en-US,North Carolina Regulators,North Carolina Safety and Emission Vehicle Inspection,,FALSE,
en-US,North Carolina Regulators,North Carolina State Board of Dental Examiners,,FALSE,
en-US,North Carolina Regulators,North Carolina Utilities Commission,,FALSE,
en-US,North Carolina Regulators,North Carolina Wildlife Resources Commission,WRC; NC Wildlife Resources Commission,FALSE,
en-US,North Dakota Regulators,Bank of North Dakota,,FALSE,
en-US,North Dakota Regulators,North Dakota Department of Agriculture,,FALSE,
en-US,North Dakota Regulators,North Dakota Department of Career and Technical Education,CTE,FALSE,
en-US,North Dakota Regulators,North Dakota Department of Labor,,FALSE,
en-US,North Dakota Regulators,North Dakota Department of Public Instruction,NDDPI,FALSE,
en-US,North Dakota Regulators,North Dakota Department of Transportation,NDDOT,FALSE,
en-US,North Dakota Regulators,North Dakota Lottery,,FALSE,
en-US,North Dakota Regulators,North Dakota Mill and Elevator,,FALSE,
en-US,North Dakota Regulators,North Dakota Public Service Commission,,FALSE,
en-US,North Dakota Regulators,North Dakota State Board of Higher Education,NDSBHE,FALSE,
en-US,North Dakota Regulators,North Dakota Workforce Safety and Insurance,WSI,FALSE,
en-US,North Dakota Regulators,State Historical Society of North Dakota,,FALSE,
en-US,Ohio Regulators,Ohio Arts Council,OAC,FALSE,
en-US,Ohio Regulators,Ohio Casino Control Commission,OCCC,FALSE,
en-US,Ohio Regulators,Ohio Commission on Dispute Resolution and Conflict Management,CDR,FALSE,
en-US,Ohio Regulators,Ohio Department of Administrative Services,DAS,FALSE,
en-US,Ohio Regulators,Ohio Department of Aging,,FALSE,
en-US,Ohio Regulators,Ohio Department of Agriculture,,FALSE,
en-US,Ohio Regulators,Ohio Department of Commerce,,FALSE,
en-US,Ohio Regulators,Ohio Department of Education,ODE,FALSE,
en-US,Ohio Regulators,Ohio Department of Health,ODH,FALSE,
en-US,Ohio Regulators,Ohio Department of Insurance,ODI,FALSE,
en-US,Ohio Regulators,Ohio Department of Job and Family Services,ODJFS,FALSE,
en-US,Ohio Regulators,Ohio Department of Natural Resources,ODNR,FALSE,
en-US,Ohio Regulators,Ohio Department of Public Safety,ODPS,FALSE,
